Year,Province_x,City,GDP_captia,population,PBC,Before,PCPC,Post,Post_1,mayor,mayor_tenure,mayor_turnover,mayor_age,mayor_education,mayor_corruption,secret,secret_tenure,secret_turnover,secret_age,secret_education,secret_corruption,t,GDP,GDP_growth,First,Second,Third,Prov_code_x,Province_y,City_code_x,light_mean,light_sum,light_min,light_max,light_std,Province,Prov_code_y,City_code_y,PM_mean,PM_sum,PM_min,PM_max,PM_std,Unnamed: 10
2015,辽宁省,本溪市,67656.0,151.62,4,1,0,0,0,高宏彬,4,1,44.0,博士,1.0,冮瑞,6,1,57.0,研究生,1.0,10,11646927,3.6,5.75,51.43,42.81,210000.0,辽宁省,210500.0,547.3711226,5929124.0,0.0,5913.0,926.2686677,辽宁省,210000.0,210500.0,43.02690777,389049.3,35.90000153,58.59999847,3.912636852,
2016,辽宁省,本溪市,44745.0,151.0,5,0,1,0,0,崔枫林,1,1,56.0,大学,0.0,高宏彬,1,1,45.0,博士,1.0,11,7667098,-8.8,8.84,43.46,47.7,210000.0,辽宁省,210500.0,542.6880248,5945690.0,0.0,5814.0,911.7623421,辽宁省,210000.0,210500.0,33.89948019,306519.0999,23.60000038,47.70000076,4.601230318,
2017,辽宁省,本溪市,46050.0,149.0,1,0,0,1,0,田树槐,1,0,52.0,硕士,0.0,谭成旭,1,0,54.0,博士,0.0,12,7771000,1.7,0.0,0.0,0.0,210000.0,辽宁省,210500.0,536.2509968,5379670.0,0.0,5561.0,947.3187303,辽宁省,210000.0,210500.0,32.71550539,295813.5997,27.20000076,46.5,3.163658012,
2018,辽宁省,本溪市,48920.0,147.0,2,0,0,0,1,田树槐,2,0,53.0,硕士,0.0,谭成旭,2,1,55.0,博士,0.0,13,8230867,1.2,6.07,45.46,48.46,210000.0,辽宁省,210500.0,509.2932053,5516664.0,0.0,5326.0,809.0924061,辽宁省,210000.0,210500.0,26.32439725,238025.2,17.89999962,41.0,3.807924281,
2019,辽宁省,本溪市,46673.0,145.0,3,0,0,0,0,田树槐,3,0,54.0,硕士,0.0,姜小林,1,0,54.0,硕士,0.0,14,7810000,3.5,6.65,47.77,45.59,210000.0,辽宁省,210500.0,646.8882556,6923645.0,0.0,6206.0,1015.526224,辽宁省,210000.0,210500.0,28.59190443,258527.9998,20.70000076,43.0,3.508977015,
2006,山东省,滨州市,22398.0,373.16,4,1,0,0,0,安世银,4,1,52.0,高中,0.0,孙德汉,4,0,56.0,研究生,0.0,1,8336700,17.5,11.66,61.75,26.59,370000.0,山东省,371600.0,1026.211068,13370504.0,0.0,6300.0,1075.021781,山东省,370000.0,371600.0,78.69039558,720174.5003,62.40000153,90.80000305,5.184010254,
2007,山东省,滨州市,28125.0,374.48,5,0,1,0,0,邓向阳,1,0,46.0,大学,0.0,孙德汉,5,0,57.0,研究生,0.0,2,10302894,16.93,10.63,61.96,27.41,370000.0,山东省,371600.0,1012.108513,13160447.0,0.0,6300.0,1019.20125,山东省,370000.0,371600.0,74.30484049,680037.9001,54.59999847,84.30000305,5.541099568,
2008,山东省,滨州市,33610.0,375.68,1,0,0,1,0,张光峰,1,1,40.0,研究生,0.0,邓向阳,1,1,47.0,大学,0.0,3,12368300,13.13,9.92,60.94,29.14,370000.0,山东省,371600.0,1009.590248,13127702.0,0.0,6300.0,1035.879114,山东省,370000.0,371600.0,72.67871502,665155.5999,55.20000076,83.40000153,5.2658272,
2009,山东省,滨州市,36679.0,376.59,2,0,0,0,1,张光峰,2,0,41.0,研究生,0.0,邓向阳,2,0,48.0,大学,0.0,4,13549931,13.44,10.03,56.34,33.63,370000.0,山东省,371600.0,993.9852002,12760782.0,0.0,6300.0,1044.274454,山东省,370000.0,371600.0,72.63176357,664725.9002,52.20000076,84.59999847,5.790788449,
2010,山东省,滨州市,41661.0,377.41,3,0,0,0,0,张光峰,3,0,42.0,研究生,0.0,邓向阳,3,0,49.0,大学,0.0,5,15515164,13.49,10.02,54.61,35.37,370000.0,山东省,371600.0,918.1060161,11872947.0,0.0,6300.0,902.4954738,山东省,370000.0,371600.0,69.97561195,640416.8005,55.20000076,80.40000153,4.69119312,
2011,山东省,滨州市,48326.0,379.2,4,1,0,0,0,张光峰,4,0,43.0,研究生,0.0,邓向阳,4,0,50.0,大学,0.0,6,18175833,11.98,9.8,53.49,36.71,370000.0,山东省,371600.0,1067.853815,13842589.0,0.0,6300.0,1068.788232,山东省,370000.0,371600.0,70.53897511,645572.7002,49.20000076,85.19999695,7.417132103,
2012,山东省,滨州市,52591.0,380.8,5,0,1,0,0,张光峰,5,0,44.0,研究生,0.0,邓向阳,5,0,51.0,大学,0.0,7,19877262,10.76,9.53,52.6,37.86,370000.0,山东省,371600.0,991.6023487,12750023.0,0.0,6180.0,955.5376577,山东省,370000.0,371600.0,67.89152097,621343.1999,48.40000153,83.69999695,7.359118247,
2013,山东省,滨州市,56433.0,381.3,1,0,0,1,0,崔洪刚,1,1,52.0,研究生,0.0,张光峰,1,1,45.0,研究生,0.0,8,21557271,8.45,9.79,51.31,38.9,370000.0,山东省,371600.0,1137.051107,14795309.0,0.0,6300.0,1183.259712,山东省,370000.0,371600.0,72.85534312,666772.1003,52.20000076,83.90000153,5.941353633,
2014,山东省,滨州市,59557.0,384.2,2,0,0,0,1,崔洪刚,2,0,53.0,研究生,0.0,张光峰,2,0,46.0,研究生,0.0,9,22767060,7.62,9.26,50.3,40.43,370000.0,山东省,371600.0,1159.369648,14919928.0,0.0,6300.0,1181.190958,山东省,370000.0,371600.0,65.28566434,597494.4001,46.90000153,74.69999695,4.170362086,
2015,山东省,滨州市,61189.0,387.86,3,0,0,0,0,崔洪刚,3,0,54.0,研究生,0.0,张光峰,3,0,47.0,研究生,0.0,10,23553298,7.08,9.24,48.83,41.93,370000.0,山东省,371600.0,1180.782829,15403312.0,0.0,6300.0,1178.839524,山东省,370000.0,371600.0,73.54800049,673111.3005,48.5,88.19999695,6.708635818,
2016,山东省,滨州市,63745.0,391.0,4,1,0,0,0,崔洪刚,4,0,55.0,研究生,0.0,张光峰,4,0,48.0,研究生,0.0,11,24701013,7.18,9.4,46.26,44.34,370000.0,山东省,371600.0,1145.091586,14753360.0,0.0,6300.0,1163.579619,山东省,370000.0,371600.0,66.28132648,606606.7,43.70000076,78.80000305,5.519384195,
2017,山东省,滨州市,66668.0,393.0,5,0,1,0,0,崔洪刚,5,0,56.0,研究生,0.0,张光峰,5,0,49.0,研究生,0.0,12,26011400,5.45,0.0,0.0,0.0,370000.0,山东省,371600.0,1234.833979,15619415.0,0.0,6300.0,1212.226162,山东省,370000.0,371600.0,59.19165208,541721.9998,39.70000076,70.0,5.261510112,
2018,山东省,滨州市,67405.0,395.0,1,0,0,1,0,崔洪刚,6,1,57.0,研究生,0.0,张光峰,6,0,50.0,研究生,0.0,13,26405200,1.51,8.86,44.89,46.26,370000.0,山东省,371600.0,1069.992408,13811462.0,0.0,6300.0,1096.848402,山东省,370000.0,371600.0,50.35967001,460891.6999,31.5,60.40000153,4.807203107,
2019,山东省,滨州市,62639.0,397.0,2,0,0,0,1,宇向东,1,0,55.0,博士,0.0,佘春明,1,0,56.0,硕士,0.0,14,24570000,4.12,9.37,42.37,48.27,370000.0,山东省,371600.0,1254.16873,16211385.0,0.0,6300.0,1220.874608,山东省,370000.0,371600.0,50.78198209,464756.7001,34.5,59.20000076,4.22656334,
